📋 BROADCAST REPORT
==================================================

✅ SUCCESSFULLY SENT: 4
--------------------------------------------------
SUCCESS | USER | 6646786564 | ⏤͟͟͞͞𝗖𝘆𝗯𝗲𝗿 𝗜𝗻𝘃𝗲𝘀𝘁𝗶𝗴𝗮𝘁𝗼𝗿
FAILED | USER | 7490415208 | Error: Could not find the input entity for PeerUser(user_id=7490415208) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7501048731 | Error: Could not find the input entity for PeerUser(user_id=7501048731) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7526655951 | Error: Could not find the input entity for PeerUser(user_id=7526655951) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7545686800 | Error: Could not find the input entity for PeerUser(user_id=7545686800) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7555063463 | Error: Could not find the input entity for PeerUser(user_id=7555063463) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7564671953 | Error: Could not find the input entity for PeerUser(user_id=7564671953) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7572689713 | Error: Could not find the input entity for PeerUser(user_id=7572689713) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7588787527 | Error: Could not find the input entity for PeerUser(user_id=7588787527) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7593733823 | Error: Could not find the input entity for PeerUser(user_id=7593733823) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7598576464 | Error: Could not find the input entity for PeerUser(user_id=7598576464) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7605697089 | Error: Could not find the input entity for PeerUser(user_id=7605697089) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7607860825 | Error: Could not find the input entity for PeerUser(user_id=7607860825) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7608709427 | Error: Could not find the input entity for PeerUser(user_id=7608709427) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7617533961 | Error: Could not find the input entity for PeerUser(user_id=7617533961) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7623464451 | Error: Could not find the input entity for PeerUser(user_id=7623464451) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7640665033 | Error: Could not find the input entity for PeerUser(user_id=7640665033) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7648080512 | Error: Could not find the input entity for PeerUser(user_id=7648080512) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7661790599 | Error: Could not find the input entity for PeerUser(user_id=7661790599) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7673146960 | Error: Could not find the input entity for PeerUser(user_id=7673146960) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7693981293 | Error: Could not find the input entity for PeerUser(user_id=7693981293) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7695587387 | Error: Could not find the input entity for PeerUser(user_id=7695587387) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7703700662 | Error: Could not find the input entity for PeerUser(user_id=7703700662) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7706957530 | Error: Could not find the input entity for PeerUser(user_id=7706957530) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7707859083 | Error: Could not find the input entity for PeerUser(user_id=7707859083) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7708563514 | Error: Could not find the input entity for PeerUser(user_id=7708563514) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7715339270 | Error: Could not find the input entity for PeerUser(user_id=7715339270) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7724446914 | Error: Could not find the input entity for PeerUser(user_id=7724446914) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7743139234 | Error: Could not find the input entity for PeerUser(user_id=7743139234) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7745283856 | Error: Could not find the input entity for PeerUser(user_id=7745283856) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7781794398 | Error: Could not find the input entity for PeerUser(user_id=7781794398) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7810563297 | Error: Could not find the input entity for PeerUser(user_id=7810563297) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7817385886 | Error: Could not find the input entity for PeerUser(user_id=7817385886) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7817659013 | Error: Could not find the input entity for PeerUser(user_id=7817659013) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7835759224 | Error: Could not find the input entity for PeerUser(user_id=7835759224) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7850114307 | Error: Could not find the input entity for PeerUser(user_id=7850114307) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7851246037 | Error: Could not find the input entity for PeerUser(user_id=7851246037) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7852122268 | Error: Could not find the input entity for PeerUser(user_id=7852122268) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7860799618 | Error: Could not find the input entity for PeerUser(user_id=7860799618) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7861132933 | Error: Could not find the input entity for PeerUser(user_id=7861132933) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7865399847 | Error: Could not find the input entity for PeerUser(user_id=7865399847) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7878728428 | Error: Could not find the input entity for PeerUser(user_id=7878728428) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7879362614 | Error: Could not find the input entity for PeerUser(user_id=7879362614) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7879927790 | Error: Could not find the input entity for PeerUser(user_id=7879927790) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7885803814 | Error: Could not find the input entity for PeerUser(user_id=7885803814) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7889450703 | Error: Could not find the input entity for PeerUser(user_id=7889450703) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7891450495 | Error: Could not find the input entity for PeerUser(user_id=7891450495) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7902998480 | Error: Could not find the input entity for PeerUser(user_id=7902998480) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7906026354 | Error: Could not find the input entity for PeerUser(user_id=7906026354) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7911122745 | Error: Could not find the input entity for PeerUser(user_id=7911122745) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7919666329 | Error: Could not find the input entity for PeerUser(user_id=7919666329) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7922945025 | Error: Could not find the input entity for PeerUser(user_id=7922945025) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7926844661 | Error: Could not find the input entity for PeerUser(user_id=7926844661) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7938479583 | Error: Could not find the input entity for PeerUser(user_id=7938479583) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7940384657 | Error: Could not find the input entity for PeerUser(user_id=7940384657) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7957743011 | Error: Could not find the input entity for PeerUser(user_id=7957743011) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7962453058 | Error: Could not find the input entity for PeerUser(user_id=7962453058) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7977172742 | Error: Could not find the input entity for PeerUser(user_id=7977172742) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7987684410 | Error: Could not find the input entity for PeerUser(user_id=7987684410) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 7998417029 | Error: Could not find the input entity for PeerUser(user_id=7998417029) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8010373860 | Error: Could not find the input entity for PeerUser(user_id=8010373860) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8016136157 | Error: Could not find the input entity for PeerUser(user_id=8016136157) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8023924138 | Error: Could not find the input entity for PeerUser(user_id=8023924138) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8031204494 | Error: Could not find the input entity for PeerUser(user_id=8031204494) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8035037122 | Error: Could not find the input entity for PeerUser(user_id=8035037122) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8041846131 | Error: Could not find the input entity for PeerUser(user_id=8041846131) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8042579090 | Error: Could not find the input entity for PeerUser(user_id=8042579090) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8045135293 | Error: Could not find the input entity for PeerUser(user_id=8045135293) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8047563872 | Error: Could not find the input entity for PeerUser(user_id=8047563872) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8054933490 | Error: Could not find the input entity for PeerUser(user_id=8054933490) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8076328865 | Error: Could not find the input entity for PeerUser(user_id=8076328865) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8078374603 | Error: Could not find the input entity for PeerUser(user_id=8078374603) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8095022164 | Error: Could not find the input entity for PeerUser(user_id=8095022164) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8096423550 | Error: Could not find the input entity for PeerUser(user_id=8096423550) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8096836927 | Error: Could not find the input entity for PeerUser(user_id=8096836927) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8101272567 | Error: Could not find the input entity for PeerUser(user_id=8101272567) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8101445550 | Error: Could not find the input entity for PeerUser(user_id=8101445550) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8109413644 | Error: Could not find the input entity for PeerUser(user_id=8109413644) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8113945952 | Error: Could not find the input entity for PeerUser(user_id=8113945952) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8114300420 | Error: Could not find the input entity for PeerUser(user_id=8114300420) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8117502828 | Error: Could not find the input entity for PeerUser(user_id=8117502828) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8139970447 | Error: Could not find the input entity for PeerUser(user_id=8139970447) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8145508487 | Error: Could not find the input entity for PeerUser(user_id=8145508487) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8157285805 | Error: Could not find the input entity for PeerUser(user_id=8157285805) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8158657600 | Error: Could not find the input entity for PeerUser(user_id=8158657600) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8182739997 | Error: Could not find the input entity for PeerUser(user_id=8182739997) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8185281478 | Error: Could not find the input entity for PeerUser(user_id=8185281478) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8198548248 | Error: Could not find the input entity for PeerUser(user_id=8198548248) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8206737764 | Error: Could not find the input entity for PeerUser(user_id=8206737764) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8209097185 | Error: Could not find the input entity for PeerUser(user_id=8209097185) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8210955289 | Error: Could not find the input entity for PeerUser(user_id=8210955289) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8213056344 | Error: Could not find the input entity for PeerUser(user_id=8213056344) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8217013403 | Error: Could not find the input entity for PeerUser(user_id=8217013403) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8223551329 | Error: Could not find the input entity for PeerUser(user_id=8223551329) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8223598986 | Error: Could not find the input entity for PeerUser(user_id=8223598986) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8235304274 | Error: Could not find the input entity for PeerUser(user_id=8235304274) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8237850211 | Error: Could not find the input entity for PeerUser(user_id=8237850211) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8238478035 | Error: Could not find the input entity for PeerUser(user_id=8238478035) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8241699347 | Error: Could not find the input entity for PeerUser(user_id=8241699347) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8250954468 | Error: Could not find the input entity for PeerUser(user_id=8250954468) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8267678772 | Error: Could not find the input entity for PeerUser(user_id=8267678772) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8300647524 | Error: Could not find the input entity for PeerUser(user_id=8300647524) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8304964645 | Error: Could not find the input entity for PeerUser(user_id=8304964645) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8312904842 | Error: Could not find the input entity for PeerUser(user_id=8312904842) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8314559253 | Error: Could not find the input entity for PeerUser(user_id=8314559253) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8328835917 | Error: Could not find the input entity for PeerUser(user_id=8328835917) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8330522028 | Error: Could not find the input entity for PeerUser(user_id=8330522028) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8332365834 | Error: Could not find the input entity for PeerUser(user_id=8332365834) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8333073724 | Error: Could not find the input entity for PeerUser(user_id=8333073724) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8341423105 | Error: Could not find the input entity for PeerUser(user_id=8341423105) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8348236540 | Error: An invalid Peer was used. Make sure to pass the right peer type and that the value is valid (for instance, bots cannot start conversations) (caused by SendMessageRequest)
FAILED | USER | 8350684045 | Error: Could not find the input entity for PeerUser(user_id=8350684045) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8351392971 | Error: Could not find the input entity for PeerUser(user_id=8351392971) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8355076895 | Error: Could not find the input entity for PeerUser(user_id=8355076895) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8358069769 | Error: Could not find the input entity for PeerUser(user_id=8358069769) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8360566674 | Error: Could not find the input entity for PeerUser(user_id=8360566674) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8363786286 | Error: Could not find the input entity for PeerUser(user_id=8363786286) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8364061441 | Error: Could not find the input entity for PeerUser(user_id=8364061441) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8366584197 | Error: Could not find the input entity for PeerUser(user_id=8366584197) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8366988632 | Error: Could not find the input entity for PeerUser(user_id=8366988632) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8367747155 | Error: Could not find the input entity for PeerUser(user_id=8367747155) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8386849710 | Error: Could not find the input entity for PeerUser(user_id=8386849710) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8390698450 | Error: Could not find the input entity for PeerUser(user_id=8390698450) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8393318062 | Error: Could not find the input entity for PeerUser(user_id=8393318062) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8394605564 | Error: Could not find the input entity for PeerUser(user_id=8394605564) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8398553884 | Error: Could not find the input entity for PeerUser(user_id=8398553884) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8398849023 | Error: Could not find the input entity for PeerUser(user_id=8398849023) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8404363809 | Error: Could not find the input entity for PeerUser(user_id=8404363809) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8408003490 | Error: Could not find the input entity for PeerUser(user_id=8408003490) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8411843716 | Error: Could not find the input entity for PeerUser(user_id=8411843716) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8413824817 | Error: Could not find the input entity for PeerUser(user_id=8413824817) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8415593805 | Error: Could not find the input entity for PeerUser(user_id=8415593805) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8436127577 | Error: Could not find the input entity for PeerUser(user_id=8436127577) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8436697685 | Error: Could not find the input entity for PeerUser(user_id=8436697685) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8441960443 | Error: Could not find the input entity for PeerUser(user_id=8441960443) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8444768664 | Error: Could not find the input entity for PeerUser(user_id=8444768664) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8451036157 | Error: Could not find the input entity for PeerUser(user_id=8451036157) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8451625589 | Error: Could not find the input entity for PeerUser(user_id=8451625589) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8453304220 | Error: Could not find the input entity for PeerUser(user_id=8453304220) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8453597206 | Error: Could not find the input entity for PeerUser(user_id=8453597206) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8475650355 | Error: Could not find the input entity for PeerUser(user_id=8475650355) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8475929754 | Error: Could not find the input entity for PeerUser(user_id=8475929754) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8486328458 | Error: Could not find the input entity for PeerUser(user_id=8486328458) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8487139444 | Error: Could not find the input entity for PeerUser(user_id=8487139444) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8495775725 | Error: Could not find the input entity for PeerUser(user_id=8495775725) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8497305791 | Error: Could not find the input entity for PeerUser(user_id=8497305791) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8502050332 | Error: Could not find the input entity for PeerUser(user_id=8502050332) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8508790300 | Error: Could not find the input entity for PeerUser(user_id=8508790300) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8511361565 | Error: Could not find the input entity for PeerUser(user_id=8511361565) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8511433118 | Error: Could not find the input entity for PeerUser(user_id=8511433118) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8529878815 | Error: Could not find the input entity for PeerUser(user_id=8529878815) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8538711050 | Error: Could not find the input entity for PeerUser(user_id=8538711050) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8539423128 | Error: Could not find the input entity for PeerUser(user_id=8539423128) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8560098469 | Error: Could not find the input entity for PeerUser(user_id=8560098469) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8570940776 | Error: Could not find the input entity for PeerUser(user_id=8570940776) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8575557594 | Error: Could not find the input entity for PeerUser(user_id=8575557594) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8579040479 | Error: Could not find the input entity for PeerUser(user_id=8579040479) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.
FAILED | USER | 8581414870 | Error: Could not find the input entity for PeerUser(user_id=8581414870) (PeerUser). Please read https://docs.telethon.dev/en/stable/concepts/entities.html to find out more details.


==================================================
Total Users: 307
